This file was created using the 202510 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
196609,   0.4356,   0.2228,   0.1256,   0.4179,   0.2364,   0.1569
196610,   0.4195,   0.2229,   0.1262,   0.4176,   0.2374,   0.1564
196611,   0.4159,   0.2224,   0.1284,   0.4151,   0.2365,   0.1560
196612,   0.4177,   0.2240,   0.1268,   0.4183,   0.2371,   0.1526
196701,   0.4382,   0.2256,   0.1285,   0.4176,   0.2371,   0.1519
196702,   0.4271,   0.2280,   0.1275,   0.4193,   0.2367,   0.1541
196703,   0.4167,   0.2268,   0.1267,   0.4211,   0.2362,   0.1532
196704,   0.4201,   0.2296,   0.1257,   0.4233,   0.2370,   0.1549
196705,   0.4192,   0.2310,   0.1268,   0.4250,   0.2374,   0.1558
196706,   0.4380,   0.2341,   0.1294,   0.4260,   0.2375,   0.1538
196707,   0.3324,   0.2457,   0.1494,   0.4228,   0.2431,   0.1677
196708,   0.3344,   0.2466,   0.1512,   0.4221,   0.2434,   0.1688
196709,   0.3410,   0.2472,   0.1515,   0.4223,   0.2424,   0.1685
196710,   0.3431,   0.2471,   0.1525,   0.4225,   0.2438,   0.1723
196711,   0.3487,   0.2460,   0.1536,   0.4254,   0.2465,   0.1727
196712,   0.3451,   0.2477,   0.1529,   0.4254,   0.2458,   0.1735
196801,   0.3339,   0.2476,   0.1512,   0.4266,   0.2471,   0.1729
196802,   0.3290,   0.2540,   0.1562,   0.4231,   0.2467,   0.1730
196803,   0.3368,   0.2569,   0.1588,   0.4233,   0.2468,   0.1756
196804,   0.3387,   0.2566,   0.1591,   0.4252,   0.2470,   0.1748
196805,   0.3341,   0.2565,   0.1584,   0.4255,   0.2486,   0.1752
196806,   0.3256,   0.2615,   0.1589,   0.4260,   0.2488,   0.1724
196807,   0.3182,   0.2363,   0.1580,   0.4378,   0.2576,   0.1823
196808,   0.3179,   0.2364,   0.1567,   0.4383,   0.2589,   0.1831
196809,   0.3208,   0.2376,   0.1561,   0.4381,   0.2583,   0.1840
196810,   0.3212,   0.2368,   0.1573,   0.4357,   0.2583,   0.1859
196811,   0.3236,   0.2401,   0.1584,   0.4335,   0.2579,   0.1879
196812,   0.3238,   0.2444,   0.1587,   0.4349,   0.2576,   0.1887
196901,   0.3200,   0.2449,   0.1612,   0.4345,   0.2581,   0.1886
196902,   0.3170,   0.2500,   0.1616,   0.4335,   0.2580,   0.1879
196903,   0.3201,   0.2553,   0.1625,   0.4345,   0.2580,   0.1884
196904,   0.3221,   0.2577,   0.1635,   0.4338,   0.2578,   0.1887
196905,   0.3200,   0.2555,   0.1623,   0.4339,   0.2574,   0.1896
196906,   0.3172,   0.2563,   0.1615,   0.4345,   0.2571,   0.1920
196907,   0.3428,   0.2580,   0.1700,   0.5539,   0.2814,   0.2108
196908,   0.3477,   0.2595,   0.1714,   0.5495,   0.2820,   0.2113
196909,   0.3511,   0.2587,   0.1699,   0.5448,   0.2805,   0.2110
196910,   0.3546,   0.2604,   0.1738,   0.5398,   0.2816,   0.2109
196911,   0.3524,   0.2596,   0.1735,   0.5434,   0.2812,   0.2102
196912,   0.3550,   0.2596,   0.1750,   0.5445,   0.2808,   0.2104
197001,   0.3648,   0.2618,   0.1798,   0.5412,   0.2803,   0.2106
197002,   0.3652,   0.2616,   0.1804,   0.5358,   0.2806,   0.2099
197003,   0.3650,   0.2614,   0.1790,   0.5340,   0.2802,   0.2098
197004,   0.3657,   0.2617,   0.1788,   0.5354,   0.2817,   0.2112
197005,   0.3714,   0.2644,   0.1817,   0.5304,   0.2826,   0.2119
197006,   0.3700,   0.2671,   0.1839,   0.5317,   0.2823,   0.2121
197007,   0.4056,   0.2671,   0.1765,   0.4455,   0.2845,   0.1854
197008,   0.4025,   0.2690,   0.1763,   0.4431,   0.2841,   0.1856
197009,   0.4085,   0.2691,   0.1771,   0.4434,   0.2860,   0.1864
197010,   0.4135,   0.2671,   0.1760,   0.4455,   0.2849,   0.1853
197011,   0.4082,   0.2702,   0.1755,   0.4473,   0.2852,   0.1858
197012,   0.4098,   0.2714,   0.1772,   0.4468,   0.2858,   0.1856
197101,   0.4179,   0.2715,   0.1786,   0.4454,   0.2851,   0.1865
197102,   0.4198,   0.2701,   0.1771,   0.4445,   0.2850,   0.1855
197103,   0.4186,   0.2702,   0.1773,   0.4449,   0.2852,   0.1862
197104,   0.4250,   0.2700,   0.1769,   0.4450,   0.2846,   0.1861
197105,   0.4252,   0.2689,   0.1763,   0.4430,   0.2860,   0.1854
197106,   0.4337,   0.2695,   0.1762,   0.4421,   0.2861,   0.1853
197107,   0.5528,   0.2247,   0.1411,   0.3875,   0.2227,   0.1455
197108,   0.5542,   0.2259,   0.1408,   0.3866,   0.2225,   0.1460
197109,   0.5527,   0.2276,   0.1400,   0.3848,   0.2221,   0.1465
197110,   0.5316,   0.2269,   0.1417,   0.3849,   0.2220,   0.1468
197111,   0.5196,   0.2276,   0.1424,   0.3864,   0.2219,   0.1469
197112,   0.5123,   0.2286,   0.1440,   0.3868,   0.2223,   0.1468
197201,   0.5033,   0.2284,   0.1433,   0.3870,   0.2226,   0.1478
197202,   0.5106,   0.2244,   0.1417,   0.3895,   0.2229,   0.1479
197203,   0.5031,   0.2250,   0.1406,   0.3887,   0.2233,   0.1474
197204,   0.4882,   0.2258,   0.1416,   0.3872,   0.2233,   0.1486
197205,   0.4874,   0.2269,   0.1405,   0.3869,   0.2226,   0.1482
197206,   0.5176,   0.2280,   0.1400,   0.3880,   0.2229,   0.1475
197207,   0.3380,   0.2212,   0.1389,   0.3871,   0.2447,   0.1826
197208,   0.3358,   0.2220,   0.1396,   0.3877,   0.2465,   0.1834
197209,   0.3379,   0.2233,   0.1402,   0.3881,   0.2469,   0.1837
197210,   0.3401,   0.2240,   0.1401,   0.3883,   0.2470,   0.1850
197211,   0.3379,   0.2243,   0.1413,   0.3871,   0.2467,   0.1852
197212,   0.3431,   0.2248,   0.1408,   0.3869,   0.2454,   0.1856
197301,   0.3414,   0.2257,   0.1406,   0.3863,   0.2454,   0.1875
197302,   0.3421,   0.2260,   0.1428,   0.3870,   0.2474,   0.1887
197303,   0.3433,   0.2261,   0.1437,   0.3878,   0.2474,   0.1875
197304,   0.3446,   0.2277,   0.1428,   0.3875,   0.2478,   0.1872
197305,   0.3414,   0.2279,   0.1448,   0.3871,   0.2489,   0.1879
197306,   0.3461,   0.2284,   0.1455,   0.3871,   0.2488,   0.1883
197307,   0.3274,   0.3074,   0.1714,   0.3769,   0.2504,   0.1817
197308,   0.3286,   0.3017,   0.1699,   0.3739,   0.2500,   0.1814
197309,   0.3236,   0.3010,   0.1683,   0.3739,   0.2492,   0.1798
197310,   0.3281,   0.2985,   0.1685,   0.3707,   0.2490,   0.1814
197311,   0.3267,   0.3008,   0.1682,   0.3707,   0.2502,   0.1777
197312,   0.3383,   0.3109,   0.1676,   0.3710,   0.2498,   0.1753
197401,   0.3406,   0.3061,   0.1681,   0.3685,   0.2504,   0.1747
197402,   0.3378,   0.3019,   0.1656,   0.3688,   0.2493,   0.1755
197403,   0.3377,   0.3037,   0.1663,   0.3682,   0.2489,   0.1748
197404,   0.3403,   0.3063,   0.1668,   0.3695,   0.2496,   0.1772
197405,   0.3425,   0.3092,   0.1667,   0.3693,   0.2501,   0.1782
197406,   0.3447,   0.3105,   0.1661,   0.3711,   0.2507,   0.1805
197407,   0.3569,   0.2800,   0.1946,   0.3674,   0.2692,   0.1953
197408,   0.3576,   0.2808,   0.1947,   0.3677,   0.2663,   0.1936
197409,   0.3614,   0.2811,   0.1951,   0.3693,   0.2676,   0.1939
197410,   0.3599,   0.2808,   0.1951,   0.3664,   0.2651,   0.1940
197411,   0.3685,   0.2803,   0.1941,   0.3635,   0.2621,   0.1885
197412,   0.3674,   0.2787,   0.1931,   0.3617,   0.2603,   0.1908
197501,   0.3639,   0.2784,   0.1938,   0.3593,   0.2616,   0.1929
197502,   0.3579,   0.2788,   0.1940,   0.3618,   0.2632,   0.1923
197503,   0.3551,   0.2779,   0.1925,   0.3636,   0.2633,   0.1908
197504,   0.3521,   0.2800,   0.1927,   0.3627,   0.2645,   0.1923
197505,   0.3517,   0.2794,   0.1929,   0.3633,   0.2651,   0.1909
197506,   0.3490,   0.2798,   0.1920,   0.3630,   0.2651,   0.1905
197507,   0.3806,   0.2849,   0.1798,   0.3691,   0.2612,   0.1723
197508,   0.3802,   0.2846,   0.1809,   0.3698,   0.2609,   0.1749
197509,   0.3841,   0.2844,   0.1819,   0.3711,   0.2618,   0.1753
197510,   0.3835,   0.2847,   0.1848,   0.3723,   0.2631,   0.1743
197511,   0.3814,   0.2847,   0.1847,   0.3696,   0.2615,   0.1740
197512,   0.3849,   0.2855,   0.1873,   0.3683,   0.2598,   0.1740
197601,   0.3833,   0.2851,   0.1866,   0.3690,   0.2606,   0.1744
197602,   0.3841,   0.2856,   0.1846,   0.3697,   0.2626,   0.1755
197603,   0.3840,   0.2853,   0.1829,   0.3695,   0.2628,   0.1775
197604,   0.3859,   0.2840,   0.1807,   0.3695,   0.2635,   0.1763
197605,   0.3839,   0.2842,   0.1827,   0.3697,   0.2643,   0.1766
197606,   0.3803,   0.2849,   0.1833,   0.3725,   0.2657,   0.1770
197607,   0.3781,   0.2679,   0.1652,   0.3741,   0.2480,   0.1584
197608,   0.3772,   0.2679,   0.1658,   0.3741,   0.2476,   0.1579
197609,   0.3765,   0.2683,   0.1671,   0.3729,   0.2462,   0.1577
197610,   0.3737,   0.2686,   0.1681,   0.3753,   0.2475,   0.1584
197611,   0.3709,   0.2683,   0.1683,   0.3758,   0.2478,   0.1591
197612,   0.3708,   0.2677,   0.1677,   0.3767,   0.2472,   0.1585
197701,   0.3765,   0.2680,   0.1668,   0.3792,   0.2483,   0.1592
197702,   0.3717,   0.2689,   0.1677,   0.3849,   0.2493,   0.1623
197703,   0.3678,   0.2689,   0.1689,   0.3846,   0.2490,   0.1620
197704,   0.3689,   0.2695,   0.1682,   0.3839,   0.2488,   0.1618
197705,   0.3686,   0.2686,   0.1679,   0.3866,   0.2487,   0.1617
197706,   0.3678,   0.2701,   0.1691,   0.3884,   0.2483,   0.1629
197707,   0.4012,   0.2855,   0.2013,   0.3805,   0.2703,   0.1805
197708,   0.4040,   0.2856,   0.2011,   0.3804,   0.2701,   0.1795
197709,   0.4057,   0.2854,   0.2013,   0.3789,   0.2691,   0.1806
197710,   0.4056,   0.2855,   0.2011,   0.3794,   0.2694,   0.1822
197711,   0.4096,   0.2857,   0.2031,   0.3797,   0.2704,   0.1808
197712,   0.4068,   0.2867,   0.2027,   0.3788,   0.2702,   0.1813
197801,   0.4057,   0.2868,   0.2033,   0.3797,   0.2704,   0.1809
197802,   0.4065,   0.2882,   0.2027,   0.3796,   0.2702,   0.1797
197803,   0.4046,   0.2888,   0.2033,   0.3803,   0.2699,   0.1810
197804,   0.4043,   0.2902,   0.2026,   0.3803,   0.2701,   0.1818
197805,   0.4036,   0.2926,   0.2009,   0.3798,   0.2705,   0.1833
197806,   0.4086,   0.2939,   0.1989,   0.3802,   0.2703,   0.1830
197807,   0.3716,   0.2779,   0.2018,   0.3858,   0.3013,   0.2097
197808,   0.3762,   0.2789,   0.2003,   0.3860,   0.3014,   0.2095
197809,   0.3747,   0.2792,   0.2011,   0.3877,   0.3013,   0.2096
197810,   0.3786,   0.2788,   0.2002,   0.3869,   0.3028,   0.2101
197811,   0.3766,   0.2786,   0.2026,   0.3864,   0.3023,   0.2093
197812,   0.3810,   0.2790,   0.2020,   0.3867,   0.3020,   0.2106
197901,   0.3818,   0.2793,   0.2033,   0.3885,   0.3024,   0.2114
197902,   0.3872,   0.2796,   0.2017,   0.3880,   0.3022,   0.2081
197903,   0.3845,   0.2792,   0.2015,   0.3882,   0.3026,   0.2089
197904,   0.3863,   0.2788,   0.2002,   0.3886,   0.3043,   0.2089
197905,   0.3905,   0.2786,   0.2007,   0.3892,   0.3067,   0.2096
197906,   0.3894,   0.2789,   0.2013,   0.3897,   0.3056,   0.2093
197907,   0.3970,   0.2874,   0.2213,   0.4075,   0.3027,   0.2136
197908,   0.4011,   0.2862,   0.2220,   0.4063,   0.3029,   0.2135
197909,   0.4008,   0.2869,   0.2209,   0.4051,   0.3036,   0.2143
197910,   0.3985,   0.2860,   0.2201,   0.4040,   0.3064,   0.2156
197911,   0.3961,   0.2860,   0.2209,   0.4036,   0.3073,   0.2160
197912,   0.3952,   0.2853,   0.2195,   0.4041,   0.3060,   0.2160
198001,   0.3913,   0.2846,   0.2192,   0.4028,   0.3064,   0.2161
198002,   0.3956,   0.2845,   0.2161,   0.4031,   0.3093,   0.2154
198003,   0.3946,   0.2823,   0.2150,   0.4028,   0.3123,   0.2173
198004,   0.4031,   0.2843,   0.2172,   0.4013,   0.3110,   0.2179
198005,   0.4040,   0.2854,   0.2159,   0.4000,   0.3101,   0.2165
198006,   0.4035,   0.2869,   0.2163,   0.4004,   0.3093,   0.2169
198007,   0.3441,   0.2941,   0.2280,   0.4011,   0.3373,   0.2129
198008,   0.3461,   0.2945,   0.2284,   0.4022,   0.3374,   0.2131
198009,   0.3520,   0.2953,   0.2280,   0.4035,   0.3373,   0.2128
198010,   0.3574,   0.2965,   0.2284,   0.4041,   0.3374,   0.2126
198011,   0.3554,   0.2970,   0.2283,   0.4057,   0.3402,   0.2135
198012,   0.3490,   0.2976,   0.2294,   0.4067,   0.3442,   0.2173
198101,   0.3497,   0.2985,   0.2307,   0.4059,   0.3412,   0.2166
198102,   0.3483,   0.2979,   0.2312,   0.4036,   0.3395,   0.2156
198103,   0.3524,   0.2980,   0.2316,   0.4019,   0.3380,   0.2162
198104,   0.3591,   0.2989,   0.2319,   0.4009,   0.3341,   0.2145
198105,   0.3636,   0.2993,   0.2326,   0.4014,   0.3327,   0.2152
198106,   0.3662,   0.3002,   0.2319,   0.4015,   0.3311,   0.2151
198107,  -0.2142,   0.2679,   0.2026,   0.3930,   0.2978,   0.1831
198108,  -0.5167,   0.2673,   0.2034,   0.3940,   0.3012,   0.1832
198109,  -0.4191,   0.2682,   0.2057,   0.3945,   0.3016,   0.1840
198110,  -0.4477,   0.2694,   0.2074,   0.3949,   0.2993,   0.1855
198111,  -0.3164,   0.2701,   0.2087,   0.3961,   0.2933,   0.1862
198112,  -0.1835,   0.2717,   0.2100,   0.3977,   0.2924,   0.1850
198201,  -0.2233,   0.2724,   0.2110,   0.3968,   0.2914,   0.1858
198202,  -0.1936,   0.2720,   0.2100,   0.3964,   0.2911,   0.1851
198203,  -0.1917,   0.2735,   0.2107,   0.3965,   0.2903,   0.1843
198204,  -0.1981,   0.2741,   0.2106,   0.3915,   0.2896,   0.1848
198205,  -0.3231,   0.2753,   0.2102,   0.3924,   0.2910,   0.1840
198206,  -0.2527,   0.2759,   0.2102,   0.3933,   0.2925,   0.1864
198207,   0.2922,   0.2542,   0.1656,   0.4150,   0.2742,   0.1953
198208,   0.2975,   0.2546,   0.1652,   0.4160,   0.2732,   0.1951
198209,   0.3000,   0.2551,   0.1644,   0.4105,   0.2721,   0.1941
198210,   0.2985,   0.2583,   0.1670,   0.4156,   0.2726,   0.1952
198211,   0.3034,   0.2568,   0.1678,   0.4210,   0.2726,   0.1922
198212,   0.3017,   0.2541,   0.1655,   0.4231,   0.2703,   0.1911
198301,   0.3006,   0.2525,   0.1647,   0.4229,   0.2702,   0.1908
198302,   0.2982,   0.2514,   0.1624,   0.4282,   0.2703,   0.1924
198303,   0.3008,   0.2509,   0.1610,   0.4281,   0.2701,   0.1909
198304,   0.3016,   0.2503,   0.1628,   0.4351,   0.2717,   0.1904
198305,   0.3001,   0.2505,   0.1592,   0.4358,   0.2723,   0.1895
198306,   0.2994,   0.2489,   0.1579,   0.4361,   0.2728,   0.1893
198307,   0.1601,   0.2113,   0.1504,   0.3522,   0.2258,   0.2024
198308,   0.1371,   0.2131,   0.1545,   0.3544,   0.2256,   0.2024
198309,   0.1636,   0.2158,   0.1571,   0.3535,   0.2272,   0.2033
198310,   0.1761,   0.2178,   0.1572,   0.3553,   0.2251,   0.2027
198311,   0.1813,   0.2191,   0.1589,   0.3563,   0.2248,   0.2021
198312,   0.1882,   0.2192,   0.1580,   0.3526,   0.2240,   0.2010
198401,   0.2012,   0.2203,   0.1575,   0.3539,   0.2247,   0.2039
198402,   0.1888,   0.2193,   0.1572,   0.3531,   0.2270,   0.2074
198403,   0.1886,   0.2191,   0.1594,   0.3538,   0.2289,   0.2036
198404,   0.1917,   0.2189,   0.1615,   0.3545,   0.2279,   0.2026
198405,   0.1984,   0.2219,   0.1635,   0.3560,   0.2298,   0.2046
198406,   0.2249,   0.2227,   0.1644,   0.3571,   0.2309,   0.2055
198407,   0.2335,   0.2176,   0.1633,   0.3622,   0.2406,   0.2282
198408,   0.2415,   0.2203,   0.1661,   0.3659,   0.2417,   0.2289
198409,   0.2362,   0.2205,   0.1654,   0.3644,   0.2420,   0.2288
198410,   0.2392,   0.2207,   0.1662,   0.3661,   0.2438,   0.2302
198411,   0.2416,   0.2225,   0.1696,   0.3668,   0.2454,   0.2296
198412,   0.2499,   0.2257,   0.1723,   0.3672,   0.2454,   0.2296
198501,   0.2483,   0.2272,   0.1739,   0.3680,   0.2453,   0.2301
198502,   0.2442,   0.2253,   0.1722,   0.3678,   0.2438,   0.2296
198503,   0.2459,   0.2249,   0.1741,   0.3689,   0.2447,   0.2296
198504,   0.2480,   0.2260,   0.1760,   0.3694,   0.2446,   0.2303
198505,   0.2497,   0.2290,   0.1794,   0.3704,   0.2449,   0.2307
198506,   0.2530,   0.2294,   0.1795,   0.3711,   0.2445,   0.2299
198507,   0.1714,   0.2386,   0.1567,   0.3671,   0.2736,   0.2199
198508,   0.1762,   0.2357,   0.1557,   0.3668,   0.2735,   0.2189
198509,   0.1910,   0.2367,   0.1592,   0.3673,   0.2736,   0.2191
198510,   0.2099,   0.2376,   0.1606,   0.3677,   0.2765,   0.2202
198511,   0.2198,   0.2390,   0.1605,   0.3681,   0.2769,   0.2212
198512,   0.2087,   0.2402,   0.1606,   0.3672,   0.2759,   0.2208
198601,   0.2171,   0.2399,   0.1613,   0.3685,   0.2766,   0.2207
198602,   0.1993,   0.2405,   0.1607,   0.3675,   0.2752,   0.2193
198603,   0.1887,   0.2416,   0.1623,   0.3666,   0.2752,   0.2195
198604,   0.1926,   0.2405,   0.1617,   0.3665,   0.2767,   0.2194
198605,   0.1943,   0.2414,   0.1646,   0.3676,   0.2760,   0.2211
198606,   0.1951,   0.2426,   0.1661,   0.3681,   0.2767,   0.2215
198607,   0.1530,   0.1929,   0.1377,   0.3504,   0.2603,   0.2383
198608,   0.1393,   0.1981,   0.1408,   0.3493,   0.2601,   0.2372
198609,   0.1389,   0.1970,   0.1419,   0.3476,   0.2602,   0.2382
198610,   0.1590,   0.1988,   0.1441,   0.3487,   0.2613,   0.2393
198611,   0.1541,   0.1987,   0.1456,   0.3489,   0.2606,   0.2387
198612,   0.1742,   0.2007,   0.1446,   0.3485,   0.2603,   0.2389
198701,   0.1818,   0.1999,   0.1453,   0.3475,   0.2614,   0.2396
198702,   0.1848,   0.1983,   0.1447,   0.3473,   0.2610,   0.2394
198703,   0.1924,   0.1972,   0.1421,   0.3475,   0.2582,   0.2379
198704,   0.1884,   0.1964,   0.1414,   0.3479,   0.2610,   0.2400
198705,   0.1843,   0.1939,   0.1413,   0.3481,   0.2616,   0.2409
198706,   0.1931,   0.1916,   0.1392,   0.3480,   0.2616,   0.2419
198707,   0.1910,   0.2029,   0.1085,   0.3387,   0.2565,   0.2120
198708,   0.2032,   0.2025,   0.1068,   0.3418,   0.2555,   0.2110
198709,   0.2079,   0.2035,   0.1098,   0.3446,   0.2558,   0.2126
198710,   0.2081,   0.2051,   0.1107,   0.3440,   0.2545,   0.2111
198711,   0.2216,   0.2096,   0.1174,   0.3451,   0.2566,   0.2118
198712,   0.2142,   0.2125,   0.1187,   0.3407,   0.2558,   0.2101
198801,   0.2224,   0.2103,   0.1219,   0.3486,   0.2558,   0.2092
198802,   0.2049,   0.2095,   0.1219,   0.3477,   0.2571,   0.2118
198803,   0.2159,   0.2106,   0.1233,   0.3497,   0.2566,   0.2119
198804,   0.2186,   0.2108,   0.1216,   0.3509,   0.2553,   0.2107
198805,   0.2093,   0.2091,   0.1212,   0.3515,   0.2550,   0.2121
198806,   0.2072,   0.2080,   0.1246,   0.3511,   0.2559,   0.2136
198807,   0.0430,   0.2192,   0.1358,   0.3660,   0.2721,   0.1860
198808,   0.0384,   0.2210,   0.1354,   0.3665,   0.2717,   0.1859
198809,   0.0499,   0.2212,   0.1397,   0.3672,   0.2711,   0.1853
198810,   0.0729,   0.2221,   0.1407,   0.3673,   0.2721,   0.1857
198811,   0.0512,   0.2240,   0.1401,   0.3666,   0.2723,   0.1864
198812,   0.0870,   0.2241,   0.1409,   0.3662,   0.2732,   0.1869
198901,   0.1299,   0.2230,   0.1397,   0.3666,   0.2731,   0.1867
198902,   0.1274,   0.2235,   0.1375,   0.3664,   0.2736,   0.1866
198903,   0.1191,   0.2255,   0.1378,   0.3669,   0.2741,   0.1860
198904,   0.1247,   0.2203,   0.1391,   0.3678,   0.2746,   0.1863
198905,   0.1280,   0.2220,   0.1398,   0.3671,   0.2745,   0.1857
198906,   0.1511,   0.2197,   0.1400,   0.3659,   0.2718,   0.1854
198907,   0.2251,   0.2259,   0.1479,   0.4016,   0.2818,   0.2494
198908,   0.2347,   0.2259,   0.1512,   0.4011,   0.2816,   0.2503
198909,   0.2401,   0.2256,   0.1517,   0.4033,   0.2821,   0.2510
198910,   0.2497,   0.2259,   0.1532,   0.4065,   0.2819,   0.2512
198911,   0.2522,   0.2264,   0.1549,   0.4070,   0.2810,   0.2467
198912,   0.2619,   0.2253,   0.1568,   0.4051,   0.2807,   0.2442
199001,   0.2766,   0.2261,   0.1545,   0.4038,   0.2803,   0.2432
199002,   0.2701,   0.2249,   0.1531,   0.3998,   0.2803,   0.2428
199003,   0.2875,   0.2243,   0.1533,   0.4017,   0.2802,   0.2444
199004,   0.3178,   0.2244,   0.1551,   0.4014,   0.2801,   0.2436
199005,   0.3163,   0.2246,   0.1559,   0.3999,   0.2801,   0.2438
199006,   0.3288,   0.2239,   0.1564,   0.3977,   0.2805,   0.2442
199007,   0.2023,   0.2341,   0.1487,   0.4202,   0.2726,   0.2144
199008,   0.2114,   0.2362,   0.1492,   0.4232,   0.2714,   0.2135
199009,   0.2186,   0.2403,   0.1511,   0.4252,   0.2709,   0.2120
199010,   0.2251,   0.2412,   0.1519,   0.4260,   0.2697,   0.2111
199011,   0.2241,   0.2422,   0.1564,   0.4289,   0.2691,   0.2104
199012,   0.2334,   0.2423,   0.1577,   0.4248,   0.2694,   0.2099
199101,   0.2457,   0.2441,   0.1590,   0.4247,   0.2699,   0.2096
199102,   0.2516,   0.2458,   0.1573,   0.4237,   0.2707,   0.2106
199103,   0.2466,   0.2441,   0.1554,   0.4249,   0.2711,   0.2113
199104,   0.2457,   0.2419,   0.1539,   0.4257,   0.2713,   0.2100
199105,   0.2437,   0.2456,   0.1544,   0.4262,   0.2720,   0.2099
199106,   0.2475,   0.2454,   0.1548,   0.4254,   0.2723,   0.2131
199107,   0.1478,   0.2290,   0.1474,   0.4178,   0.2635,   0.1988
199108,   0.1500,   0.2297,   0.1478,   0.4197,   0.2638,   0.1995
199109,   0.1441,   0.2295,   0.1477,   0.4210,   0.2640,   0.2020
199110,   0.1207,   0.2283,   0.1502,   0.4195,   0.2634,   0.2010
199111,   0.1002,   0.2264,   0.1520,   0.4197,   0.2637,   0.1966
199112,   0.0966,   0.2276,   0.1505,   0.4233,   0.2623,   0.1939
199201,   0.1009,   0.2282,   0.1524,   0.4249,   0.2625,   0.1937
199202,   0.0947,   0.2303,   0.1488,   0.4236,   0.2629,   0.1969
199203,   0.1007,   0.2320,   0.1487,   0.4244,   0.2626,   0.1999
199204,   0.1120,   0.2324,   0.1514,   0.4241,   0.2624,   0.1994
199205,   0.1376,   0.2340,   0.1541,   0.4240,   0.2631,   0.1996
199206,   0.1394,   0.2326,   0.1520,   0.4237,   0.2630,   0.2001
199207,   0.2531,   0.2061,   0.1376,   0.4276,   0.2501,   0.1844
199208,   0.2773,   0.2059,   0.1373,   0.4288,   0.2503,   0.1823
199209,   0.2769,   0.2073,   0.1388,   0.4296,   0.2506,   0.1817
199210,   0.2814,   0.2079,   0.1394,   0.4263,   0.2507,   0.1802
199211,   0.2821,   0.2071,   0.1383,   0.4263,   0.2507,   0.1807
199212,   0.2724,   0.2062,   0.1397,   0.4262,   0.2508,   0.1823
199301,   0.2852,   0.2060,   0.1392,   0.4255,   0.2515,   0.1835
199302,   0.3327,   0.2059,   0.1363,   0.4226,   0.2519,   0.1832
199303,   0.3437,   0.2072,   0.1370,   0.4204,   0.2518,   0.1830
199304,   0.3452,   0.2082,   0.1369,   0.4206,   0.2516,   0.1837
199305,   0.3326,   0.2072,   0.1350,   0.4208,   0.2503,   0.1798
199306,   0.3248,   0.2059,   0.1313,   0.4205,   0.2497,   0.1787
199307,   0.3112,   0.2180,   0.1479,   0.4645,   0.2703,   0.2054
199308,   0.3215,   0.2178,   0.1473,   0.4681,   0.2698,   0.2058
199309,   0.2460,   0.2178,   0.1481,   0.4638,   0.2692,   0.2036
199310,   0.2904,   0.2177,   0.1482,   0.4580,   0.2696,   0.2065
199311,   0.2937,   0.2152,   0.1486,   0.4629,   0.2692,   0.2058
199312,   0.2892,   0.2147,   0.1493,   0.4709,   0.2694,   0.2094
199401,   0.2985,   0.2175,   0.1507,   0.4722,   0.2701,   0.2110
199402,   0.3143,   0.2110,   0.1509,   0.4763,   0.2696,   0.2200
199403,   0.3281,   0.2117,   0.1509,   0.4745,   0.2698,   0.2198
199404,   0.3312,   0.2120,   0.1509,   0.4730,   0.2702,   0.2189
199405,   0.3331,   0.2146,   0.1514,   0.4772,   0.2708,   0.2198
199406,   0.3395,   0.2155,   0.1521,   0.4725,   0.2716,   0.2229
199407,   0.5237,   0.2459,   0.2033,   0.7028,   0.3250,   0.3040
199408,   0.4968,   0.2465,   0.2029,   0.7017,   0.3256,   0.3037
199409,   0.4370,   0.2455,   0.2033,   0.6894,   0.3246,   0.3037
199410,   0.4378,   0.2461,   0.2020,   0.6812,   0.3229,   0.3021
199411,   0.3719,   0.2457,   0.2013,   0.6496,   0.3224,   0.3047
199412,   0.3532,   0.2458,   0.2004,   0.6513,   0.3217,   0.3016
199501,   0.2790,   0.2464,   0.2020,   0.6644,   0.3217,   0.2998
199502,   0.2869,   0.2453,   0.1985,   0.6499,   0.3210,   0.3002
199503,   0.2989,   0.2462,   0.1978,   0.6583,   0.3218,   0.3009
199504,   0.2826,   0.2452,   0.1974,   0.6588,   0.3206,   0.2990
199505,   0.3238,   0.2454,   0.1986,   0.6612,   0.3213,   0.3001
199506,   0.2760,   0.2459,   0.1986,   0.6673,   0.3219,   0.3039
199507,   0.1999,   0.2432,   0.2009,   0.5430,   0.3377,   0.3159
199508,   0.2000,   0.2432,   0.1995,   0.5411,   0.3372,   0.3177
199509,   0.1890,   0.2408,   0.1997,   0.5435,   0.3384,   0.3175
199510,   0.1932,   0.2404,   0.2000,   0.5451,   0.3376,   0.3182
199511,   0.2285,   0.2424,   0.2023,   0.5456,   0.3375,   0.3165
199512,   0.2337,   0.2437,   0.2032,   0.5453,   0.3367,   0.3177
